timestamp,Movimento
1742933977.352776,1742933978.20855
1742933979.667868,1742933980.597788
1742933981.902036,1742933982.922857
1742933984.107121,1742933984.973016
1742933986.15813,1742933987.033011
1742933988.154661,1742933988.970257
1742933990.141303,1742933991.126265
1742933992.21154,1742933993.172522
1742933994.220548,1742933995.305337
1742933996.33057,1742933997.187402
1742933998.322806,1742933999.152606
1742934000.214695,1742934001.193551
1742934002.355847,1742934003.362829
1742934004.369864,1742934005.47789
1742934006.579891,1742934007.509979
1742934008.703092,1742934009.482004
1742934010.630088,1742934011.445125
1742934012.502415,1742934013.3632
1742934014.297318,1742934015.190185
1742934016.224464,1742934017.213376
1742934018.216739,1742934019.11831
1742934020.093974,1742934021.087465
1742934022.426875,1742934023.347734
1742934024.386802,1742934025.393759
1742934026.427942,1742934027.484892
1742934028.459972,1742934029.47177
1742934030.593172,1742934031.758954
1742934032.898147,1742934033.969191
1742934035.14421,1742934036.1741
1742934037.335257,1742934038.373269
1742934039.494565,1742934040.615884
1742934041.717584,1742934042.85244
1742934044.174669,1742934045.22753
1742934046.363288,1742934047.492518
1742934048.582244,1742934049.570699
1742934050.809881,1742934051.826725
1742934052.997926,1742934054.022882
1742934055.226066,1742934056.223996
1742934068.347624,1742934069.217625
1742934070.40681,1742934071.467493
1742934072.911867,1742934073.895951
1742934075.63583,1742934076.651702
1742934078.155029,1742934079.135047
1742934080.520387,1742934081.376902
1742934082.507227,1742934083.405093
1742934084.65448,1742934085.592375
1742934086.896191,1742934087.825445
1742934089.342565,1742934090.272435
1742934092.728829,1742934093.862565
1742934095.158154,1742934096.179424
1742934097.550986,1742934098.599625
1742934100.002966,1742934101.023829
1742934125.229171,1742934126.134842
1742934127.648266,1742934128.544939
1742934130.371103,1742934131.397282
1742934132.877411,1742934133.921148
1742934137.838598,1742934138.781498
1742934140.211709,1742934141.131736
1742934142.403009,1742934143.326595
1742934144.575799,1742934145.513869
1742934146.661988,1742934147.655957
1742934149.374108,1742934150.188803
1742934151.479085,1742934152.471976
1742934153.734101,1742934154.759084
1742934155.980466,1742934157.056279
1742934158.181473,1742934159.299441
1742934160.500495,1742934161.653858
1742934163.407525,1742934164.473536
1742934165.785619,1742934166.87956
1742934168.240872,1742934169.3066
1742934170.500892,1742934171.71227
1742934173.060996,1742934174.235975
1742934175.775071,1742934176.986915
1742934178.577332,1742934179.70217
1742934181.123322,1742934182.335405
1742934183.69748,1742934184.942267
1742934186.231698,1742934187.402569
1742934188.627672,1742934189.739618
1742934191.001744,1742934192.173632
1742934193.482246,1742934194.6927
1742934195.887004,1742934197.0158
1742934198.341997,1742934199.43636
1742934200.799139,1742934201.98002
1742934203.220274,1742934204.336131
1742934205.580492,1742934206.665337
1742934208.174443,1742934209.254359
1742934210.516471,1742934211.619466
1742934212.940694,1742934214.130495
1742934215.421013,1742934216.478344
1742934217.709842,1742934218.812846
1742934220.158139,1742934221.321108
1742934222.488064,1742934223.617916
1742934224.854851,1742934225.976026
1742934227.079452,1742934228.192171
1742934229.336289,1742934230.444253
1742934231.789362,1742934232.815393
1742934233.932591,1742934234.91345
1742934236.426582,1742934237.498603
1742934238.729763,1742934239.627575
1742934240.868792,1742934241.789662
